,kingdom,phylum,class,order,family,genus,species,query
196,Plantae,Tracheophyta,Polypodiopsida,Salviniales,Marsileaceae,Pilularia,Pilularia globulifera,Calamistrum globuiferum
197,Plantae,Tracheophyta,Liliopsida,Zingiberales,Marantaceae,Goeppertia,Goeppertia ornata,Calathea ornata
198,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Beaucarnea,Beaucarnea hookeri,Calibanus hookeri
199,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Calliandra,Calliandra haematocephala,Calliandra haematocephala
200,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Callisia,Callisia gentlei,Callisia elegans
201,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Callisia,Callisia fragrans,Callisia fragrans
202,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Callistemon,Callistemon citrinus,Callistemon citrinus
203,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Calopogon,Calopogon tuberosus,Calopogon tuberosus
204,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Caltha,Caltha palustris,Caltha palustris
205,Plantae,Tracheophyta,Magnoliopsida,Ericales,Theaceae,Camellia,Camellia japonica,Camellia japonica
206,Plantae,Tracheophyta,Magnoliopsida,Ericales,Theaceae,Camellia,Camellia sinensis,Camellia sinensis
207,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Campanula,NA,Campanula sp.
208,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Canarina,Canarina canariensis,Canarina canariensis
209,Plantae,Tracheophyta,Liliopsida,Zingiberales,Cannaceae,Canna,Canna glauca,Canna glauca 
210,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Capparicordis,Capparicordis crotonoides,Capparicordis crotonoides
211,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Capparis,Capparis flexuosa,Capparis flexuosa
212,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Capparidastrum,Capparidastrum frondosum,Capparis frondosa
213,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Cynophalla,Cynophalla hastata,Capparis hastata
214,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum annuum,Capsicum  annuum
215,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex grayi,Carex grayi
216,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Caricaceae,Carica,Carica papaya,Carica papaya
217,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Carissa,Carissa macrocarpa,Carissa grandiflora
218,Plantae,Tracheophyta,Liliopsida,Pandanales,Cyclanthaceae,Carludovica,Carludovica palmata,Carludovica palmata
219,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Carnegiea,Carnegiea gigantea,Carnegiea gigantea
220,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Carya,Carya ovata,Carya ovata
221,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Caryota,Caryota mitis,Caryota mitis
222,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senna,Senna occidentalis,Cassia occidentalis
