,kingdom,phylum,class,order,family,genus,species,query
199,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Codiaeum,Codiaeum variegatum,Codiaeum variegatum
200,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Codiaeum,Codiaeum variegatum,Codiaeum   variegatum
201,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia milii,Euphorbia  milii
202,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia pulcherrima,Euphorbia pulcherrima
203,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia lactea,Euphorbia   lactea
204,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Jatropha,Jatropha gossypiifolia,Jatropha gossypifolia
205,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Manihot,Manihot esculenta,Manihot esculenta
206,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Phyllanthus,Phyllanthus angustifolius,Phylanthus  angustifolius
207,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Schinziophyton,Schinziophyton rautanenii,Schinziophyton rautanenii
208,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia umbellata,Synadenium  grantii 
209,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Strongylodon,Strongylodon macrobotrys,Strongylodon macrobotrys
210,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia cornigera,Acacia cornigera 
211,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vachellia,Vachellia farnesiana,Acacia farnesiana
212,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Aeschynomene,Aeschynomene fluitans,Aeschynomene fluitans
213,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,Arachis hypogaea,Arachis hypogaea
214,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,NA,Bauhinia 
215,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Calliandra,Calliandra riparia,Calliandra schultzel
216,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Clitoria,Clitoria ternatea,Clitoria ternatea
217,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,NA,Crotalaria 
218,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Delonix,Delonix regia,Delonix  regia
219,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dichrostachys,Dichrostachys cinerea,Dichrostachys cinerea
220,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Mimosa,Mimosa pudica,Mimosa  pudica
