,kingdom,phylum,class,order,family,genus,species,query
402,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Vriesea,Vriesea correia-araujoi,Vriesea correia-araujoi
403,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Werauhia,Werauhia dodsonii,Vriesea dodsonii
404,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Vriesea,Vriesea dubia,Vriesea dubia
405,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Vriesea,Vriesea fenestralis,Vriesea fenestralis
406,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Vriesea,Vriesea fosteriana,Vriesea fosteriana
407,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Vriesea,NA,Vriesea glutinosa
408,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Vriesea,Vriesea guttata,Vriesea guttata
409,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia heterandra,Vriesea heterandra
410,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Vriesea,Vriesea hieroglyphica,Vriesea hieroglyphica
411,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Alcantarea,Alcantarea imperialis,Vriesea imperialis
412,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Vriesea,Vriesea incurvata,Vriesea incurvata
413,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Vriesea,Vriesea malzinei,Vriesea malzinei
414,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Goudaea,Goudaea ospinae,Vriesea ospinae
415,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Vriesea,Vriesea racinae,Vriesea racinae
416,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Vriesea,Vriesea rubyae,Vriesea rubyae
417,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Werauhia,Werauhia sanguinolenta,Vriesea sanguinolenta
418,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Vriesea,Vriesea saundersii,Vriesea saundersii
419,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Alcantarea,Alcantarea vinicolor,Vriesea vinicolor
420,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,Yucca gigantea,Yucca gigantea
421,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,Yucca glauca,Yucca glauca
422,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Zygopetalum,NA,Zygopetalum
